sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
61.77.27.42,16.208.98.85,7218,25,6,35,29835,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.219,57.131.12.119,32802,80,6,4,2792,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.61,61.77.192.249,25,59936,6,15,5931,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
25.205.164.56,16.208.98.78,32895,443,6,4,264,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
171.212.169.40,16.208.98.219,80,21479,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.212.169.40,21479,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.78,25.205.164.56,443,32895,6,3,235,,2016/08/17T14:30:10.000,2.000,2016/08/17T14:30:12.000,0
19.164.2.183,16.208.98.219,443,64758,6,7,2934,,2016/08/17T14:30:08.000,4.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.183,64758,443,6,11,4161,,2016/08/17T14:30:08.000,4.000,2016/08/17T14:30:12.000,0
61.77.27.42,16.208.98.96,61958,25,6,15,8464,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.145.218.230,4739,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.49,15870,443,6,23,3284,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
171.145.218.230,16.208.98.219,80,4739,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,65.91.5.147,60940,53,17,1,86,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.78,102.224.122.186,443,11911,6,14,4153,,2016/08/17T14:30:09.000,3.000,2016/08/17T14:30:12.000,0
19.164.2.49,16.208.98.219,443,15870,6,21,2273,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.200,59437,443,6,20,4491,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
10.38.125.157,16.208.98.219,443,44202,6,2,185,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
10.38.125.157,16.208.98.219,443,20308,6,2,185,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.38.125.157,44202,443,6,3,186,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.38.125.157,20308,443,6,3,186,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
248.48.2.177,16.208.98.219,35092,33445,17,1,60,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
10.38.125.157,16.208.98.219,443,43342,6,2,185,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.38.125.157,43342,443,6,3,186,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.2.200,16.208.98.219,443,59437,6,20,2093,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
65.91.5.147,16.208.98.219,53,60940,17,1,102,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
86.114.167.69,16.208.98.219,80,24620,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
86.114.167.203,16.208.98.219,80,52758,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,86.114.167.69,24620,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,86.114.167.203,52758,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.2.161,16.208.98.219,443,53929,6,6,3363,,2016/08/17T14:30:06.000,6.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.161,53929,443,6,16,2728,,2016/08/17T14:30:06.000,6.000,2016/08/17T14:30:12.000,0
16.208.98.219,248.142.203.63,26653,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,86.114.167.203,22807,80,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,86.114.167.203,61696,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,248.142.203.63,43938,443,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
248.142.203.63,16.208.98.219,443,26653,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
61.77.192.249,16.208.98.61,59936,25,6,15,5529,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
102.224.122.186,16.208.98.78,11911,443,6,13,3936,,2016/08/17T14:30:09.000,3.000,2016/08/17T14:30:12.000,0
16.208.98.219,61.201.28.98,7249,53,17,1,101,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
10.140.127.131,16.208.98.219,80,12681,6,18,23113,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,146.195.89.153,53943,80,6,4,254,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
171.145.112.124,16.208.98.219,443,52547,6,8,3811,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.145.112.124,52547,443,6,11,1426,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
146.195.89.153,16.208.98.219,80,53943,6,3,488,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
248.142.203.63,16.208.98.219,443,43938,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.224.119.144,6129,80,6,6,1137,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.140.127.131,12681,80,6,40,3907,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.181.197.185,24131,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
171.224.119.144,16.208.98.219,80,6129,6,5,931,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.173,179.103.72.122,443,30169,6,8,1335,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
61.201.28.98,16.208.98.219,53,7249,17,1,135,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
171.181.197.185,16.208.98.219,80,24131,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.145.112.124,36605,443,6,7,1315,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
171.145.112.124,16.208.98.219,443,36605,6,8,1123,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
199.245.25.136,16.208.98.219,443,12107,6,11,954,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,199.245.25.136,12107,443,6,13,1446,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
179.103.72.122,16.208.98.78,24009,443,6,2,728,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.78,179.103.72.122,443,24009,6,4,289,,2016/08/17T14:30:10.000,2.000,2016/08/17T14:30:12.000,0
146.115.201.119,16.208.98.219,80,17588,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,146.115.201.119,17588,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
146.115.201.119,16.208.98.219,80,18073,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,146.115.201.119,18073,80,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,61.231.211.238,21120,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,61.70.7.117,3195,80,6,6,1332,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.78,87.152.109.208,443,11416,6,6,469,,2016/08/17T14:30:10.000,2.000,2016/08/17T14:30:12.000,0
16.208.98.219,98.168.102.188,20716,80,6,2,120,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,248.142.203.63,39064,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
146.239.206.31,16.208.98.219,80,37776,6,4,268,,2016/08/17T14:30:02.000,10.000,2016/08/17T14:30:12.000,0
16.208.98.219,146.239.206.31,37776,80,6,5,2026,,2016/08/17T14:30:02.000,10.000,2016/08/17T14:30:12.000,0
10.140.148.188,16.208.98.219,80,55341,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.140.148.188,55341,80,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
98.168.147.192,16.208.98.219,80,39921,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,98.168.147.192,39921,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,98.168.147.192,32765,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
98.168.147.192,16.208.98.219,80,56022,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,98.168.147.192,56022,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.46.78.171,29277,443,6,3,198,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
10.46.78.171,16.208.98.219,443,29277,6,3,251,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
98.168.102.188,16.208.98.219,80,20716,6,2,120,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
179.103.72.122,16.208.98.173,30169,443,6,12,4763,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
98.168.147.192,16.208.98.219,80,32765,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,98.168.102.188,40071,80,6,2,120,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
248.142.203.63,16.208.98.219,443,39064,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
104.43.150.80,16.208.98.219,80,47877,6,4,852,,2016/08/17T14:30:06.000,6.000,2016/08/17T14:30:12.000,0
16.208.98.219,104.43.150.80,47877,80,6,5,1812,,2016/08/17T14:30:06.000,6.000,2016/08/17T14:30:12.000,0
98.168.102.188,16.208.98.219,80,40071,6,2,120,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.78,179.103.72.122,443,19546,6,6,578,,2016/08/17T14:30:02.000,10.000,2016/08/17T14:30:12.000,0
61.70.7.117,16.208.98.219,80,3195,6,5,885,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
25.205.164.56,16.208.98.173,6608,443,6,15,6200,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.173,25.205.164.56,443,6608,6,10,1467,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,98.168.102.188,53680,80,6,2,120,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
179.103.72.122,16.208.98.78,19546,443,6,7,694,,2016/08/17T14:30:02.000,10.000,2016/08/17T14:30:12.000,0
10.38.240.171,16.208.98.219,443,3986,6,10,1382,,2016/08/17T14:30:09.000,3.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.38.240.171,3986,443,6,8,2621,,2016/08/17T14:30:09.000,3.000,2016/08/17T14:30:12.000,0
98.168.102.188,16.208.98.219,80,53680,6,2,120,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
10.46.78.61,16.208.98.219,443,45596,6,9,1180,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.46.78.61,45596,443,6,10,11478,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.78,179.103.72.122,443,52207,6,18,8793,,2016/08/17T14:30:02.000,10.000,2016/08/17T14:30:12.000,0
16.208.98.78,23.4.2.53,443,57414,6,5,505,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
65.236.93.29,16.208.98.219,443,15492,6,9,6514,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.219,65.236.93.29,15492,443,6,6,1131,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
198.28.121.79,16.208.98.219,80,48591,6,8,661,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,198.28.121.79,48591,80,6,12,13108,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
232.104.112.96,16.208.98.219,80,5120,6,4,608,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,232.104.112.96,5120,80,6,6,1629,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.94.58.104,16.208.98.78,52487,443,6,3,1050,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
16.208.98.78,19.94.58.104,443,52487,6,3,560,,2016/08/17T14:30:03.000,9.000,2016/08/17T14:30:12.000,0
19.190.173.176,16.208.98.219,80,40191,6,21,21475,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,18.10.45.181,37709,80,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.190.173.176,40191,80,6,20,3081,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
18.10.45.181,16.208.98.219,80,37709,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.105.217.1,13064,9009,6,1,74,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.190.173.176,16.208.98.219,80,53331,6,7,5399,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.2.132,16.208.98.219,443,45424,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.132,45424,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.2.161,16.208.98.219,443,60286,6,185,268501,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.190.173.176,53331,80,6,7,1048,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
10.46.78.61,16.208.98.219,443,23366,6,2,185,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.161,60286,443,6,228,16856,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,10.237.103.127,14617,443,6,2,126,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
171.105.217.1,16.208.98.219,9009,13064,6,1,60,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,171.105.217.1,9459,9009,6,1,74,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
18.175.219.207,16.208.98.219,443,18287,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,18.175.219.207,18287,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,139.7.181.228,1594,443,6,1,66,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.190.173.176,16.208.98.219,80,9108,6,3,1745,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,248.142.203.63,19902,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.190.173.176,9108,80,6,4,1395,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.248,53676,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,187.16.54.74,25334,53,17,1,104,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.190.173.176,16.208.98.219,80,41271,6,13,11968,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.190.173.176,41271,80,6,16,2788,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
248.142.203.63,16.208.98.219,443,19902,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,248.142.203.63,60676,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.2.161,16.208.98.219,443,5597,6,226,328247,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.161,5597,443,6,274,20532,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
61.77.27.42,16.208.98.61,15005,25,6,31,29872,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
16.208.98.61,61.77.27.42,25,15005,6,22,6611,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
248.142.203.63,16.208.98.219,443,60676,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,187.57.251.108,28847,443,6,7,529,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
76.137.230.133,16.208.98.219,80,47908,6,1,60,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,76.137.230.133,47908,80,6,1,60,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.78,87.152.66.4,443,4221,6,24,8866,,2016/08/17T14:30:10.000,2.000,2016/08/17T14:30:12.000,0
16.208.98.219,121.153.91.87,30912,443,6,3,198,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
121.153.91.87,16.208.98.219,443,30912,6,3,229,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,248.142.203.63,30974,443,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.228.21,16.208.98.219,443,21298,6,11,9367,,2016/08/17T14:30:08.000,4.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.228.21,21298,443,6,32,3994,,2016/08/17T14:30:08.000,4.000,2016/08/17T14:30:12.000,0
187.16.54.74,16.208.98.219,53,25334,17,1,151,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,86.84.128.175,39874,53,17,1,107,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
98.149.9.240,16.208.98.219,80,58505,6,6,2609,,2016/08/17T14:30:07.000,5.000,2016/08/17T14:30:12.000,0
98.149.9.240,16.208.98.219,80,57481,6,7,2770,,2016/08/17T14:30:07.000,5.000,2016/08/17T14:30:12.000,0
86.84.128.175,16.208.98.219,53,39874,17,1,138,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,65.250.178.51,58378,53,17,1,80,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
65.250.178.51,16.208.98.219,53,58378,17,1,112,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
187.57.251.108,16.208.98.219,443,28847,6,6,1214,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
19.164.2.132,16.208.98.219,443,30544,6,12,6695,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,19.164.2.132,30544,443,6,21,10192,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
179.103.72.122,16.208.98.78,59037,443,6,22,7977,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
16.208.98.78,179.103.72.122,443,59037,6,19,6725,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
248.142.203.63,16.208.98.219,443,30974,6,2,132,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,253.4.230.17,48718,80,6,7,2986,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
87.152.66.4,16.208.98.78,4221,443,6,27,2637,,2016/08/17T14:30:10.000,2.000,2016/08/17T14:30:12.000,0
16.208.98.219,187.57.251.108,24947,443,6,2,750,,2016/08/17T14:30:11.000,1.000,2016/08/17T14:30:12.000,0
253.4.230.17,16.208.98.219,80,48718,6,5,2720,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,3.39.65.98,34735,80,6,7,1511,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
38.123.247.103,16.208.98.219,443,14505,6,9,1298,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,38.123.247.103,14505,443,6,10,2037,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
38.123.247.103,16.208.98.219,443,40110,6,10,1389,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
16.208.98.219,38.123.247.103,40110,443,6,11,1685,,2016/08/17T14:30:12.000,0.000,2016/08/17T14:30:12.000,0
156.71.225.75,16.208.98.78,18561,443,6,20,6323,,2016/08/17T14:30:01.000,11.000,2016/08/17T14:30:12.000,0
16.208.98.78,156.71.225.75,443,18561,6,18,1724,,2016/08/17T14:30:01.000,12.000,2016/08/17T14:30:13.000,0
3.39.65.98,16.208.98.219,80,34735,6,6,3593,,2016/08/17T14:30:12.000,1.000,2016/08/17T14:30:13.000,0
19.190.173.176,16.208.98.219,80,57392,6,36,32668,,2016/08/17T14:30:11.000,2.000,2016/08/17T14:30:13.000,0
16.208.98.219,19.190.173.176,57392,80,6,39,5469,,2016/08/17T14:30:11.000,2.000,2016/08/17T14:30:13.000,0
16.208.98.219,187.57.251.108,55068,443,6,8,1443,,2016/08/17T14:30:11.000,2.000,2016/08/17T14:30:13.000,0
179.103.72.122,16.208.98.78,52207,443,6,18,2071,,2016/08/17T14:30:02.000,11.000,2016/08/17T14:30:13.000,0
16.208.98.219,244.21.233.202,10222,443,6,1,60,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.173,25.205.164.56,443,3239,6,40,3463,,2016/08/17T14:30:12.000,1.000,2016/08/17T14:30:13.000,0
87.152.109.208,16.208.98.78,11416,443,6,13,2233,,2016/08/17T14:30:07.000,6.000,2016/08/17T14:30:13.000,0
10.53.154.166,16.208.98.219,80,4380,6,20,3559,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
10.53.154.166,16.208.98.219,80,21115,6,24,4675,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.53.154.166,21115,80,6,35,24599,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
10.53.154.166,16.208.98.219,80,13839,6,32,21326,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.53.154.166,13839,80,6,45,23497,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.53.154.166,4380,80,6,29,20227,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
187.57.251.108,16.208.98.219,443,24947,6,2,271,,2016/08/17T14:30:11.000,2.000,2016/08/17T14:30:13.000,0
10.53.154.166,16.208.98.219,80,9810,6,13,2275,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
187.57.251.108,16.208.98.219,443,55068,6,3,417,,2016/08/17T14:30:11.000,2.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.53.154.166,9810,80,6,16,9685,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
25.205.164.56,16.208.98.173,3239,443,6,56,71326,,2016/08/17T14:30:12.000,1.000,2016/08/17T14:30:13.000,0
16.208.98.219,239.4.22.238,41208,80,6,3,1654,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,218.186.250.105,34998,80,6,1,66,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
3.39.65.98,16.208.98.219,80,41189,6,4,481,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,3.39.65.98,41189,80,6,6,1446,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
10.53.154.166,16.208.98.219,80,37991,6,20,12787,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.53.154.166,37991,80,6,23,10417,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
218.186.250.105,16.208.98.219,80,34998,6,2,132,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.168.153.129,29335,80,6,8,3761,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
76.137.205.207,16.208.98.219,53,22123,17,1,322,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
10.53.154.166,16.208.98.219,80,55754,6,33,24015,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.53.154.166,55754,80,6,38,16000,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
244.21.233.202,16.208.98.219,443,10222,6,2,120,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
10.168.153.129,16.208.98.219,80,29335,6,5,746,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,171.139.130.195,21849,80,6,3,806,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
171.139.130.195,16.208.98.219,80,21849,6,3,799,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
156.71.130.3,16.208.98.78,55190,443,6,14,5728,,2016/08/17T14:30:11.000,2.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.168.153.129,44481,80,6,7,3889,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
10.168.153.129,16.208.98.219,80,61096,6,4,686,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,10.168.153.129,61096,80,6,3,194,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
244.236.152.96,16.208.98.219,53,62927,17,1,644,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,41.102.128.34,13270,53,17,1,70,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
10.168.153.129,16.208.98.219,80,44481,6,2,126,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.219,133.123.192.88,22537,53,17,1,119,,2016/08/17T14:30:13.000,0.000,2016/08/17T14:30:13.000,0
16.208.98.78,102.224.31.174,443,3932,6,15,3058,,2016/08/17T14:30:06.000,7.000,2016/08/17T14:30:13.000,0
